Date	ECB Hawkish-Dovish
2017-01-01	0.0187695026876
2017-01-02	0.0158898369861
2017-01-03	0.0173505439683
2017-01-04	0.0175747542863
2017-01-05	0.0208189392378
2017-01-06	0.0216815845397
2017-01-07	0.014250459597
2017-01-08	0.00798682206652
2017-01-09	0.00817634750234
2017-01-10	0.00467482419363
2017-01-11	0.00321501066031
2017-01-12	3.41137668395e-05
2017-01-13	-0.00335731329177
2017-01-14	-0.00119281112727
2017-01-15	-0.00173189468522
2017-01-16	-0.00133984147171
2017-01-17	0.00159383199768
2017-01-18	0.00129747914692
2017-01-19	0.00641500007004
2017-01-20	0.00545066552868
2017-01-21	0.00902209410011
2017-01-22	0.00512599020401
2017-01-23	0.00311845371457
2017-01-24	0.00164131377884
2017-01-25	0.0010410736828
2017-01-26	-0.00532410520459
2017-01-27	-0.00311291913748
2017-01-28	-0.00668434770891
2017-01-29	-0.00139451558981
2017-01-30	-0.000400150326303
2017-01-31	-0.000770369601519
2017-02-01	-0.000135448966598
2017-02-02	0.00107193809139
2017-02-03	0.00201857315567
2017-02-04	0.0056352096837
2017-02-05	0.0080174411838
2017-02-06	0.0080174411838
2017-02-07	0.00632098596175
2017-02-08	0.00630989564498
2017-02-09	0.00603126343331
2017-02-10	0.00351103141636
2017-02-11	-0.00180628538378
2017-02-12	-0.00481419595173
2017-02-13	-0.00385969388364
2017-02-14	-0.000542735927504
2017-02-15	-0.000155784574499
2017-02-16	0.00532491199614
2017-02-17	0.00625924711746
2017-02-18	0.00960196351436
2017-02-19	0.00687696719679
2017-02-20	0.00752041974679
2017-02-21	0.00747418976564
2017-02-22	0.00797352588366
2017-02-23	0.0030968764287
2017-02-24	0.00409809820728
2017-02-25	0.00395194839513
2017-02-26	0.00590889555756
2017-02-27	0.00491755301105
2017-02-28	0.0036009182147
2017-03-01	0.00642991925061
2017-03-02	0.00970458155106
2017-03-03	0.00901941539827
2017-03-04	0.00977916818338
2017-03-05	0.00908568690737
2017-03-06	0.0126113062407
2017-03-07	0.0154587079867
2017-03-08	0.0221321312233
2017-03-09	0.0248837007556
2017-03-10	0.0379300151718
2017-03-11	0.0384216288213
2017-03-12	0.0413826837934
2017-03-13	0.0500235616322
2017-03-14	0.0514363540917
2017-03-15	0.0417079211792
2017-03-16	0.0383602607751
2017-03-17	0.0281902646714
2017-03-18	0.0278239643051
2017-03-19	0.026249871885
2017-03-20	0.0174957615452
2017-03-21	0.0125284300473
2017-03-22	0.0109357741532
2017-03-23	0.00759582706322
2017-03-24	0.00640414486926
2017-03-25	0.00960354963116
2017-03-26	0.0142292172913
2017-03-27	0.0088996023979
2017-03-28	0.00995853823945
2017-03-29	0.0139962875087
2017-03-30	0.0217164866994
2017-03-31	0.0213159597301
2017-04-01	0.0157356025873
2017-04-02	0.0129117749237
2017-04-03	0.0158061729848
2017-04-04	0.0170422394383
2017-04-05	0.0152435388444
2017-04-06	0.00723654843761
2017-04-07	0.00423471813173
2017-04-08	0.00423471813173
2017-04-09	0.00173939685912
2017-04-10	0.000815463022439
2017-04-11	-7.55378685615e-05
2017-04-12	-0.00230119918513
2017-04-13	-0.00106443201916
2017-04-14	-0.000342231021845
2017-04-15	-0.000342231021845
2017-04-16	-0.00349929495239
2017-04-17	-0.00490904944901
2017-04-18	-0.00428927876417
2017-04-19	-0.00338750730652
2017-04-20	-0.00367610759512
2017-04-21	-0.00268058743584
2017-04-22	-0.000338667061128
2017-04-23	-0.000109003598967
2017-04-24	0.000307124291588
2017-04-25	0.00192824996529
2017-04-26	-0.00203970664411
2017-04-27	-0.00947158112801
2017-04-28	-0.00976018141661
2017-04-29	-0.00863889832811
2017-04-30	-0.00765073509308
2017-05-01	-0.00813095753592
2017-05-02	-0.00944621365997
2017-05-03	-0.00638063960426
2017-05-04	0.0052040587999
2017-05-05	0.00581586529406
2017-05-06	0.000621060099257
2017-05-07	0.00437627796215
2017-05-08	0.00432796201846
2017-05-09	0.00560012398177
2017-05-10	0.00721559093369
2017-05-11	0.00507889604568
2017-05-12	0.00655641012824
2017-05-13	0.00624719553331
2017-05-14	0.00715230333914
2017-05-15	0.00576046399652
2017-05-16	0.00208686486838
2017-05-17	-0.00011648403148
2017-05-18	0.00152369406606
2017-05-19	-0.00144083186651
2017-05-20	-0.000961295789786
2017-05-21	0.00480417871685
2017-05-22	0.0103575759917
2017-05-23	0.01237245648
2017-05-24	0.0173544695658
2017-05-25	0.0153215390593
2017-05-26	0.0173876003429
2017-05-27	0.0216613579887
2017-05-28	0.0203176521896
2017-05-29	0.0196293770725
2017-05-30	0.0205160135031
2017-05-31	0.0187378384622
2017-06-01	0.0176836138024
2017-06-02	0.0210021373841
2017-06-03	0.017439319852
2017-06-04	0.00957129954747
2017-06-05	0.00843613042037
2017-06-06	0.00792616134753
2017-06-07	0.00212872276253
2017-06-08	-0.00124154964923
2017-06-09	-0.00613618331744
2017-06-10	-0.00353299480278
2017-06-11	-0.00280783164106
2017-06-12	0.000378376090599
2017-06-13	6.7952051361e-05
2017-06-14	0.000370601846911
2017-06-15	0.00471113116209
2017-06-16	0.00678898701353
2017-06-17	0.00503613863491
2017-06-18	0.00666879169614
2017-06-19	0.00265761684214
2017-06-20	0.00354349187436
2017-06-21	0.00671809504896
2017-06-22	0.010990861159
2017-06-23	0.0149836851519
2017-06-24	0.0160911048639
2017-06-25	0.0121788165443
2017-06-26	0.015055323597
2017-06-27	0.0200088048247
2017-06-28	0.0298940089063
2017-06-29	0.0345813566782
2017-06-30	0.0421984324941
2017-07-01	0.046382018073
2017-07-02	0.0542796308594
2017-07-03	0.0563096656889
2017-07-04	0.0636676050507
2017-07-05	0.0631979853847
2017-07-06	0.0652944687801
2017-07-07	0.0605025614009
2017-07-08	0.0571819994597
2017-07-09	0.0530070233746
2017-07-10	0.0504827120424
2017-07-11	0.0408817702164
2017-07-12	0.0342981555931
2017-07-13	0.0223100521843
2017-07-14	0.0152835156132
2017-07-15	0.0166161275896
2017-07-16	0.0145178181519
2017-07-17	0.0144859582742
2017-07-18	0.0211273244981
2017-07-19	0.0253161117265
2017-07-20	0.0181103891401
2017-07-21	0.0222407464141
2017-07-22	0.0179724401226
2017-07-23	0.0192543145334
2017-07-24	0.0171136992512
2017-07-25	0.00424636085701
2017-07-26	0.000426069358515
2017-07-27	0.013366966981
2017-07-28	0.0132570318999
2017-07-29	0.0151322009725
2017-07-30	0.0171268665355
2017-07-31	0.020306685378
2017-08-01	0.0260601794003
2017-08-02	0.0313435671895
2017-08-03	0.027857632275
2017-08-04	0.0239201165142
2017-08-05	0.0230101984069
2017-08-06	0.0255369715758
2017-08-07	0.0253021881443
2017-08-08	0.0221310213342
2017-08-09	0.0136471680228
2017-08-10	0.0120152150701
2017-08-11	0.0122729496859
2017-08-12	0.0122729496859
2017-08-13	0.00591429078489
2017-08-14	0.00113685287764
2017-08-15	0.00419193556246
2017-08-16	0.00448893585946
2017-08-17	0.00291188107114
2017-08-18	0.000735167770461
2017-08-19	0.00465981455225
2017-08-20	0.00455381261074
2017-08-21	0.0105433394723
2017-08-22	0.0101437764339
2017-08-23	0.00504485536863
2017-08-24	0.00987032597873
2017-08-25	0.0153263502789
2017-08-26	0.0139079691613
2017-08-27	0.0179985499598
2017-08-28	0.0195421287951
2017-08-29	0.0195268676774
2017-08-30	0.0229604250084
2017-08-31	0.0245400880473
2017-09-01	0.0248699571879
2017-09-02	0.0286431263746
2017-09-03	0.0282701616547
2017-09-04	0.0223368167413
2017-09-05	0.0199065716534
2017-09-06	0.0204245949547
2017-09-07	0.0116759083998
2017-09-08	0.00897960954127
2017-09-09	0.0129606324647
2017-09-10	0.0105596720805
2017-09-11	0.0120325689316
2017-09-12	0.0147774003385
2017-09-13	0.0191291410348
2017-09-14	0.0249927615895
2017-09-15	0.0280718588088
2017-09-16	0.0201533214093
2017-09-17	0.0263050644031
2017-09-18	0.025689225552
2017-09-19	0.02374276103
2017-09-20	0.0261291819758
2017-09-21	0.0273701502867
2017-09-22	0.02733657897
2017-09-23	0.0314232300239
2017-09-24	0.0297827652255
2017-09-25	0.0291125383196
2017-09-26	0.0329573776907
2017-09-27	0.0313068443203
2017-09-28	0.0274725510829
2017-09-29	0.0268546950434
2017-09-30	0.0245549427725
2017-10-01	0.0226891672225
2017-10-02	0.0215996673688
2017-10-03	0.0240723602388
2017-10-04	0.0228617064858
2017-10-05	0.0271791965534
2017-10-06	0.0240919893889
2017-10-07	0.0199631702312
2017-10-08	0.0166139378179
2017-10-09	0.0210294498421
2017-10-10	0.0205966834724
2017-10-11	0.0190248061455
2017-10-12	0.0164103425674
2017-10-13	0.0178542923992
2017-10-14	0.0192972938422
2017-10-15	0.0159578969253
2017-10-16	0.0149789382874
2017-10-17	0.0109023345535
2017-10-18	0.0144078949582
2017-10-19	0.0169200723434
2017-10-20	0.0197228975249
2017-10-21	0.0256531679713
2017-10-22	0.0369602171741
2017-10-23	0.0412734721191
2017-10-24	0.0382021999771
2017-10-25	0.041867219444
2017-10-26	0.0382131786283
2017-10-27	0.0357188739573
2017-10-28	0.0275519512743
2017-10-29	0.0258629416481
2017-10-30	0.0192624941602
2017-10-31	0.0214703488387
2017-11-01	0.0131496113631
2017-11-02	0.012295896835
2017-11-03	0.00903030362739
2017-11-04	0.01082295542
2017-11-05	0.00524804252806
2017-11-06	0.00709161898008
2017-11-07	0.00906225098288
2017-11-08	0.0112101346703
2017-11-09	0.0112106937325
2017-11-10	0.0102541021984
2017-11-11	0.00925510119936
2017-11-12	0.0127394217569
2017-11-13	0.0148493835506
2017-11-14	0.0173703919539
2017-11-15	0.0152106488616
2017-11-16	0.0172696838049
2017-11-17	0.0215896283432
2017-11-18	0.0269804639227
2017-11-19	0.0241575190266
2017-11-20	0.0219059269473
2017-11-21	0.0134453998793
2017-11-22	0.012543460929
2017-11-23	0.00951472736749
2017-11-24	0.00299873662545
2017-11-25	-0.00585530241727
2017-11-26	-0.00715159871356
2017-11-27	-0.0111711818915
2017-11-28	-0.00971345594394
2017-11-29	-0.00694908462671
2017-11-30	-0.00449860300956
2017-12-01	0.00037107078473
2017-12-02	0.00383427424793
2017-12-03	0.00446919488285
2017-12-04	0.00532430684908
2017-12-05	0.00776110246285
2017-12-06	0.0094496199914
2017-12-07	0.0090117719124
2017-12-08	0.00869908869958
2017-12-09	0.00947128947178
2017-12-10	0.0174480842506
2017-12-11	0.0306410157442
2017-12-12	0.0363955700649
2017-12-13	0.0390609585741
2017-12-14	0.0471889197353
2017-12-15	0.0449142468724
2017-12-16	0.0441420461002
2017-12-17	0.0381044885548
2017-12-18	0.026433153354
2017-12-19	0.0185400438013
2017-12-20	0.0132840981818
2017-12-21	0.00487306953681
2017-12-22	0.00760992727367
2017-12-23	0.00760992727367
2017-12-24	0.00567069004032
2017-12-25	0.00653392841743
2017-12-26	0.00581919490782
2017-12-27	0.00850447954799
2017-12-28	0.00710986179653
2017-12-29	0.00655078672526
2017-12-30	0.0042711514669
2017-12-31	0.00251830308829
2018-01-01	0.00374478948998
2018-01-02	0.00809313058639
2018-01-03	0.0114401106434
2018-01-04	0.0108157308153
2018-01-05	0.0107881267705
2018-01-06	0.0186700029252
2018-01-07	0.0240858549668
2018-01-08	0.0237326503413
2018-01-09	0.0231780397925
2018-01-10	0.0162202962606
2018-01-11	0.0171965409726
2018-01-12	0.0267832200887
2018-01-13	0.0255099835213
2018-01-14	0.031767614779
2018-01-15	0.0352106439229
2018-01-16	0.0398621994156
2018-01-17	0.0470992821072
2018-01-18	0.0489505625762
2018-01-19	0.0456972517845
2018-01-20	0.0434286870159
2018-01-21	0.0366546851978
2018-01-22	0.0334216134164
2018-01-23	0.0256910608856
2018-01-24	0.0238178438324
2018-01-25	0.023821850933
2018-01-26	0.0177956586191
2018-01-27	0.00812744222016
2018-01-28	0.00814136537548
2018-01-29	0.010857646434
2018-01-30	0.0122400783211
2018-01-31	0.0149336518531
2018-02-01	0.0205656359217
2018-02-02	0.0225956631363
2018-02-03	0.0318940570501
2018-02-04	0.0306815527403
2018-02-05	0.028748091013
2018-02-06	0.0288166898811
2018-02-07	0.0239825390789
2018-02-08	0.0232179565163
2018-02-09	0.0247041329452
2018-02-10	0.023724247924
2018-02-11	0.0256900903008
2018-02-12	0.0255689992706
2018-02-13	0.0258277602621
2018-02-14	0.0222768178966
2018-02-15	0.018722331586
2018-02-16	0.0187591584685
2018-02-17	0.0188083048339
2018-02-18	0.0156051425631
2018-02-19	0.012423980291
2018-02-20	0.0141919078856
2018-02-21	0.0172707256196
2018-02-22	0.0190004820383
2018-02-23	0.0173434959712
2018-02-24	0.0200679381093
2018-02-25	0.0218856510616
2018-02-26	0.0306434417342
2018-02-27	0.0302052657228
2018-02-28	0.0356923501717
2018-03-01	0.0359060401675
2018-03-02	0.0349661905434
2018-03-03	0.0322844382042
2018-03-04	0.0291066425485
2018-03-05	0.0225091099185
2018-03-06	0.0194570404926
2018-03-07	0.0116550802501
2018-03-08	0.00478699078959
2018-03-09	0.00392438907983
2018-03-10	0.00399824505084
2018-03-11	0.00974963651652
2018-03-12	0.00909778699166
2018-03-13	0.0137182776122
2018-03-14	0.0141472971987
2018-03-15	0.0180359336418
2018-03-16	0.0214400713107
2018-03-17	0.0216218481796
2018-03-18	0.0205198073632
2018-03-19	0.0274200968581
2018-03-20	0.0342752229904
2018-03-21	0.0360331380473
2018-03-22	0.0356956296096
2018-03-23	0.0351771597904
2018-03-24	0.0345967418187
2018-03-25	0.0336799895063
2018-03-26	0.0292821258323
2018-03-27	0.0193955604482
2018-03-28	0.0172045622837
2018-03-29	0.0169669006395
2018-03-30	0.0107237254033
2018-03-31	0.0112519785342
2018-04-01	0.0122670915023
2018-04-02	0.00934730703517
2018-04-03	0.011662485515
2018-04-04	0.016915113108
2018-04-05	0.0172328526821
2018-04-06	0.0205713974023
2018-04-07	0.020952323737
2018-04-08	0.0210972445523
2018-04-09	0.0238690468045
2018-04-10	0.0275881486417
2018-04-11	0.0292976503512
2018-04-12	0.0306643757828
2018-04-13	0.0266378365666
2018-04-14	0.02739105593
2018-04-15	0.0264614710717
2018-04-16	0.0264201270068
2018-04-17	0.0183013054953
2018-04-18	0.0132789603155
2018-04-19	0.0138144076877
2018-04-20	0.017962164467
2018-04-21	0.0197538305201
2018-04-22	0.0219879841155
2018-04-23	0.0180442184219
2018-04-24	0.0206565073607
2018-04-25	0.0240406663598
2018-04-26	0.0184918563623
2018-04-27	0.0143075067234
2018-04-28	0.00930556779715
2018-04-29	0.00421123232833
2018-04-30	0.0147001074726
2018-05-01	0.0175073555217
2018-05-02	0.0123026548596
2018-05-03	0.0213272736517
2018-05-04	0.0267105665948
2018-05-05	0.0315400560487
2018-05-06	0.037540930294
2018-05-07	0.0323704042853
2018-05-08	0.0305892142661
2018-05-09	0.0319109737392
2018-05-10	0.0250109601725
2018-05-11	0.0217528148091
2018-05-12	0.0223890207084
2018-05-13	0.0181392172618
2018-05-14	0.016460849867
2018-05-15	0.0128193765862
2018-05-16	0.0143114019678
2018-05-17	0.0162971036559
2018-05-18	0.0192527686805
2018-05-19	0.0154308877502
2018-05-20	0.0127436767296
2018-05-21	0.0109868429984
2018-05-22	0.0105961231203
2018-05-23	0.0102483570953
